File,Algorithm,P,n_vertices,max_cap,t0,t1,t2,t3,t4
Dinic_p_0.2_nVertices_800_maxValue_50.txt,Dinic,0.2,800,50,0.022502,0.01,0.017002,0.0215,0.0165
MPM_p_0.2_nVertices_800_maxValue_80.txt,MPM,0.2,800,80,0.039999,0.0325,0.038001,0.0475,0.031499
EK_p_0.2_nVertices_800_maxValue_80.txt,EK,0.2,800,80,0.376,0.1725,0.241,0.240001,0.2475
Dinic_p_0.2_nVertices_800_maxValue_80.txt,Dinic,0.2,800,80,0.019,0.013,0.009,0.017,0.012501
MPM_p_0.2_nVertices_800_maxValue_130.txt,MPM,0.2,800,130,0.034999,0.0315,0.018001,0.050999,0.026001
EK_p_0.2_nVertices_800_maxValue_130.txt,EK,0.2,800,130,0.0725,0.205998,0.148,0.255,0.1535
Dinic_p_0.2_nVertices_800_maxValue_130.txt,Dinic,0.2,800,130,0.009,0.014501,0.010001,0.006499,0.0205
MPM_p_0.2_nVertices_800_maxValue_210.txt,MPM,0.2,800,210,0.039002,0.054999,0.0375,0.033501,0.038001
EK_p_0.2_nVertices_800_maxValue_210.txt,EK,0.2,800,210,0.1795,0.154499,0.2445,0.249499,0.205501
Dinic_p_0.2_nVertices_800_maxValue_210.txt,Dinic,0.2,800,210,0.014999,0.012001,0.0025,0.021999,0.007
MPM_p_0.2_nVertices_800_maxValue_340.txt,MPM,0.2,800,340,0.036,0.0635,0.037,0.0475,0.042501
EK_p_0.2_nVertices_800_maxValue_340.txt,EK,0.2,800,340,0.285001,0.097501,0.296001,0.366499,0.076
Dinic_p_0.2_nVertices_800_maxValue_340.txt,Dinic,0.2,800,340,0.015002,0.019499,0.018001,0.019999,0.016497
MPM_p_0.2_nVertices_800_maxValue_500.txt,MPM,0.2,800,500,0.047,0.028501,0.075002,0.028002,0.053
EK_p_0.2_nVertices_800_maxValue_500.txt,EK,0.2,800,500,0.1715,0.078999,0.203501,0.171,0.143999
Dinic_p_0.2_nVertices_800_maxValue_500.txt,Dinic,0.2,800,500,0.004499,0.021,0.0145,0.0105,0.007499
MPM_p_0.2_nVertices_1000_maxValue_10.txt,MPM,0.2,1000,10,0.079499,0.0415,0.060501,0.0445,0.0445
EK_p_0.2_nVertices_1000_maxValue_10.txt,EK,0.2,1000,10,0.182501,0.291,0.242997,0.088,0.176501
Dinic_p_0.2_nVertices_1000_maxValue_10.txt,Dinic,0.2,1000,10,0.023,0.025999,0.015003,0.028002,0.0175
MPM_p_0.2_nVertices_1000_maxValue_20.txt,MPM,0.2,1000,20,0.0495,0.068001,0.047499,0.095499,0.0835
EK_p_0.2_nVertices_1000_maxValue_20.txt,EK,0.2,1000,20,0.422501,0.146999,0.343001,0.538998,0.242
Dinic_p_0.2_nVertices_1000_maxValue_20.txt,Dinic,0.2,1000,20,0.044,0.024499,0.012001,0.015998,0.006499
MPM_p_0.2_nVertices_1000_maxValue_30.txt,MPM,0.2,1000,30,0.1225,0.068499,0.098502,0.082501,0.068499
EK_p_0.2_nVertices_1000_maxValue_30.txt,EK,0.2,1000,30,0.172501,0.415,0.2595,0.194,0.135999
Dinic_p_0.2_nVertices_1000_maxValue_30.txt,Dinic,0.2,1000,30,0.0255,0.0195,0.022001,0.019999,0.015999
MPM_p_0.2_nVertices_1000_maxValue_50.txt,MPM,0.2,1000,50,0.114,0.102999,0.061502,0.048499,0.0645
EK_p_0.2_nVertices_1000_maxValue_50.txt,EK,0.2,1000,50,0.520499,0.748999,0.479999,0.405,0.573
Dinic_p_0.2_nVertices_1000_maxValue_50.txt,Dinic,0.2,1000,50,0.0105,0.018499,0.012999,0.008001,0.011998
MPM_p_0.2_nVertices_1000_maxValue_80.txt,MPM,0.2,1000,80,0.118,0.048501,0.06,0.0665,0.053997
EK_p_0.2_nVertices_1000_maxValue_80.txt,EK,0.2,1000,80,0.309501,0.208999,0.091001,0.429499,0.22
Dinic_p_0.2_nVertices_1000_maxValue_80.txt,Dinic,0.2,1000,80,0.007501,0.017001,0.023501,0.025001,0.020999
MPM_p_0.2_nVertices_1000_maxValue_130.txt,MPM,0.2,1000,130,0.053498,0.070999,0.048501,0.0595,0.056002
EK_p_0.2_nVertices_1000_maxValue_130.txt,EK,0.2,1000,130,0.715,0.1505,0.461998,0.5675,0.404002
Dinic_p_0.2_nVertices_1000_maxValue_130.txt,Dinic,0.2,1000,130,0.015002,0.024,0.026001,0.024,0.018
MPM_p_0.2_nVertices_1000_maxValue_210.txt,MPM,0.2,1000,210,0.06,0.043,0.054999,0.0635,0.084001
EK_p_0.2_nVertices_1000_maxValue_210.txt,EK,0.2,1000,210,0.433001,0.173501,0.350999,0.131498,0.107498
Dinic_p_0.2_nVertices_1000_maxValue_210.txt,Dinic,0.2,1000,210,0.026499,0.037499,0.043,0.0215,0.011001
MPM_p_0.2_nVertices_1000_maxValue_340.txt,MPM,0.2,1000,340,0.065501,0.044,0.105,0.114,0.083499
EK_p_0.2_nVertices_1000_maxValue_340.txt,EK,0.2,1000,340,0.254,0.177,0.439999,0.231499,0.1425
Dinic_p_0.2_nVertices_1000_maxValue_340.txt,Dinic,0.2,1000,340,0.027498,0.017002,0.028999,0.016998,0.009999
MPM_p_0.2_nVertices_1000_maxValue_500.txt,MPM,0.2,1000,500,0.111501,0.055501,0.075001,0.0645,0.0905
EK_p_0.2_nVertices_1000_maxValue_500.txt,EK,0.2,1000,500,1.3265,0.832501,0.992001,0.3765,0.203001
Dinic_p_0.2_nVertices_1000_maxValue_500.txt,Dinic,0.2,1000,500,0.042001,0.03,0.0345,0.023001,0.0205
MPM_p_0.2_nVertices_1200_maxValue_10.txt,MPM,0.2,1200,10,0.1325,0.1445,0.111003,0.136499,0.072499
EK_p_0.2_nVertices_1200_maxValue_10.txt,EK,0.2,1200,10,0.760501,0.487,0.535,0.2225,0.848501
Dinic_p_0.2_nVertices_1200_maxValue_10.txt,Dinic,0.2,1200,10,0.03,0.015499,0.0405,0.053,0.0275
MPM_p_0.2_nVertices_1200_maxValue_20.txt,MPM,0.2,1200,20,0.117002,0.0575,0.104999,0.101501,0.211499
EK_p_0.2_nVertices_1200_maxValue_20.txt,EK,0.2,1200,20,0.306498,0.679498,0.22,0.442499,0.8055
Dinic_p_0.2_nVertices_1200_maxValue_20.txt,Dinic,0.2,1200,20,0.039999,0.0215,0.01,0.021502,0.044504
MPM_p_0.2_nVertices_1200_maxValue_30.txt,MPM,0.2,1200,30,0.1125,0.079999,0.108499,0.066001,0.134998
EK_p_0.2_nVertices_1200_maxValue_30.txt,EK,0.2,1200,30,0.782001,1.202,0.873501,1.389,0.631501
Dinic_p_0.2_nVertices_1200_maxValue_30.txt,Dinic,0.2,1200,30,0.0465,0.033001,0.017,0.0295,0.033501
MPM_p_0.2_nVertices_1200_maxValue_50.txt,MPM,0.2,1200,50,0.134499,0.133,0.17,0.145498,0.113
EK_p_0.2_nVertices_1200_maxValue_50.txt,EK,0.2,1200,50,0.194999,1.3005,1.2145,0.676998,0.264
Dinic_p_0.2_nVertices_1200_maxValue_50.txt,Dinic,0.2,1200,50,0.031001,0.057,0.03,0.038499,0.040001
MPM_p_0.2_nVertices_1200_maxValue_80.txt,MPM,0.2,1200,80,0.122002,0.153502,0.0955,0.073999,0.1405
EK_p_0.2_nVertices_1200_maxValue_80.txt,EK,0.2,1200,80,1.6125,1.1655,0.636501,0.3995,1.3955
Dinic_p_0.2_nVertices_1200_maxValue_80.txt,Dinic,0.2,1200,80,0.029,0.066001,0.039,0.035999,0.026
MPM_p_0.2_nVertices_1200_maxValue_130.txt,MPM,0.2,1200,130,0.196,0.161998,0.0565,0.066,0.102501
EK_p_0.2_nVertices_1200_maxValue_130.txt,EK,0.2,1200,130,0.6475,1.113,1.9225,0.424,0.69
Dinic_p_0.2_nVertices_1200_maxValue_130.txt,Dinic,0.2,1200,130,0.024,0.043498,0.0215,0.056998,0.039502
MPM_p_0.2_nVertices_1200_maxValue_210.txt,MPM,0.2,1200,210,0.092001,0.166499,0.091,0.145994,0.130499
EK_p_0.2_nVertices_1200_maxValue_210.txt,EK,0.2,1200,210,0.277999,0.901,1.7925,1.6335,1.809
Dinic_p_0.2_nVertices_1200_maxValue_210.txt,Dinic,0.2,1200,210,0.047,0.035,0.049999,0.033,0.0245
MPM_p_0.2_nVertices_1200_maxValue_340.txt,MPM,0.2,1200,340,0.121,0.177499,0.124,0.052999,0.126499
EK_p_0.2_nVertices_1200_maxValue_340.txt,EK,0.2,1200,340,1.5415,1.207,0.485,1.6935,0.851999
Dinic_p_0.2_nVertices_1200_maxValue_340.txt,Dinic,0.2,1200,340,0.037999,0.0325,0.038499,0.035493,0.034001
MPM_p_0.2_nVertices_1200_maxValue_500.txt,MPM,0.2,1200,500,0.113502,0.09,0.13,0.192001,0.243499
EK_p_0.2_nVertices_1200_maxValue_500.txt,EK,0.2,1200,500,0.9375,0.277001,0.813,1.6005,0.549
Dinic_p_0.2_nVertices_1200_maxValue_500.txt,Dinic,0.2,1200,500,0.037001,0.013501,0.055501,0.022999,0.043
MPM_p_0.2_nVertices_1400_maxValue_10.txt,MPM,0.2,1400,10,0.0915,0.185501,0.147001,0.2035,0.211001
EK_p_0.2_nVertices_1400_maxValue_10.txt,EK,0.2,1400,10,1.0965,0.861,0.345,1.0985,1.3945
Dinic_p_0.2_nVertices_1400_maxValue_10.txt,Dinic,0.2,1400,10,0.06,0.049499,0.014999,0.038001,0.069501
MPM_p_0.2_nVertices_1400_maxValue_20.txt,MPM,0.2,1400,20,0.210499,0.205999,0.0715,0.1015,0.413998
EK_p_0.2_nVertices_1400_maxValue_20.txt,EK,0.2,1400,20,1.646,1.852,0.792501,1.3765,1.903
Dinic_p_0.2_nVertices_1400_maxValue_20.txt,Dinic,0.2,1400,20,0.035001,0.071001,0.023,0.024999,0.04
MPM_p_0.2_nVertices_1400_maxValue_30.txt,MPM,0.2,1400,30,0.1725,0.218999,0.1715,0.144,0.226501
EK_p_0.2_nVertices_1400_maxValue_30.txt,EK,0.2,1400,30,2.785,1.684,1.75,2.492,2.1235
Dinic_p_0.2_nVertices_1400_maxValue_30.txt,Dinic,0.2,1400,30,0.053005,0.016501,0.023503,0.054001,0.038501
MPM_p_0.2_nVertices_1400_maxValue_50.txt,MPM,0.2,1400,50,0.220499,0.195,0.184501,0.167999,0.206501
EK_p_0.2_nVertices_1400_maxValue_50.txt,EK,0.2,1400,50,2.1595,2.8145,1.3085,2.8835,2.8375
Dinic_p_0.2_nVertices_1400_maxValue_50.txt,Dinic,0.2,1400,50,0.016,0.056501,0.168001,0.147001,0.046001
MPM_p_0.2_nVertices_1400_maxValue_80.txt,MPM,0.2,1400,80,0.164999,0.353001,0.136502,0.199499,0.219
EK_p_0.2_nVertices_1400_maxValue_80.txt,EK,0.2,1400,80,2.375,4.114,2.6295,2.4585,3.02
Dinic_p_0.2_nVertices_1400_maxValue_80.txt,Dinic,0.2,1400,80,0.057003,0.026002,0.0995,0.089001,0.078499
MPM_p_0.2_nVertices_1400_maxValue_130.txt,MPM,0.2,1400,130,0.314,0.224501,0.2335,0.2015,0.226999
EK_p_0.2_nVertices_1400_maxValue_130.txt,EK,0.2,1400,130,3.1365,3.516,2.9645,2.9075,0.483501
Dinic_p_0.2_nVertices_1400_maxValue_130.txt,Dinic,0.2,1400,130,0.046001,0.019501,0.076999,0.036,0.056999
MPM_p_0.2_nVertices_1400_maxValue_210.txt,MPM,0.2,1400,210,0.326,0.197998,0.2845,0.22,0.150999
EK_p_0.2_nVertices_1400_maxValue_210.txt,EK,0.2,1400,210,2.9515,0.7,2.883,1.6715,3.0475
Dinic_p_0.2_nVertices_1400_maxValue_210.txt,Dinic,0.2,1400,210,0.100001,0.042999,0.022499,0.021,0.072501
MPM_p_0.2_nVertices_1400_maxValue_340.txt,MPM,0.2,1400,340,0.213498,0.275502,0.1905,0.286503,0.074499
EK_p_0.2_nVertices_1400_maxValue_340.txt,EK,0.2,1400,340,2.593,4.1015,4.098,1.687,4.421
Dinic_p_0.2_nVertices_1400_maxValue_340.txt,Dinic,0.2,1400,340,0.1185,0.019499,0.04,0.0445,0.037501
MPM_p_0.2_nVertices_1400_maxValue_500.txt,MPM,0.2,1400,500,0.191499,0.21,0.248999,0.185499,0.170501
EK_p_0.2_nVertices_1400_maxValue_500.txt,EK,0.2,1400,500,2.7145,1.4865,3.899,0.592001,0.416999
Dinic_p_0.2_nVertices_1400_maxValue_500.txt,Dinic,0.2,1400,500,0.096,0.059001,0.053999,0.048001,0.0335
MPM_p_0.2_nVertices_1600_maxValue_10.txt,MPM,0.2,1600,10,0.339502,0.3865,0.321,0.332,0.176
EK_p_0.2_nVertices_1600_maxValue_10.txt,EK,0.2,1600,10,0.5245,0.477501,2.7675,1.645,1.1225
Dinic_p_0.2_nVertices_1600_maxValue_10.txt,Dinic,0.2,1600,10,0.096999,0.054001,0.137,0.076999,0.1195
MPM_p_0.2_nVertices_1600_maxValue_20.txt,MPM,0.2,1600,20,0.192999,0.183,0.247498,0.198,0.263001
EK_p_0.2_nVertices_1600_maxValue_20.txt,EK,0.2,1600,20,0.917,1.657,1.7435,2.8045,0.409502
Dinic_p_0.2_nVertices_1600_maxValue_20.txt,Dinic,0.2,1600,20,0.030501,0.043501,0.0665,0.104,0.072503
MPM_p_0.2_nVertices_1600_maxValue_30.txt,MPM,0.2,1600,30,0.249,0.29,0.276501,0.1905,0.2675
EK_p_0.2_nVertices_1600_maxValue_30.txt,EK,0.2,1600,30,0.801499,3.3295,0.536501,1.357,0.674
Dinic_p_0.2_nVertices_1600_maxValue_30.txt,Dinic,0.2,1600,30,0.043501,0.112999,0.054501,0.054001,0.160999
MPM_p_0.2_nVertices_1600_maxValue_50.txt,MPM,0.2,1600,50,0.262498,0.248501,0.136998,0.33,0.318501
EK_p_0.2_nVertices_1600_maxValue_50.txt,EK,0.2,1600,50,1.708,3.2705,3.7025,3.782,2.9855
Dinic_p_0.2_nVertices_1600_maxValue_50.txt,Dinic,0.2,1600,50,0.055,0.052501,0.079001,0.135001,0.04
MPM_p_0.2_nVertices_1600_maxValue_80.txt,MPM,0.2,1600,80,0.3915,0.398499,0.2515,0.275999,0.324999
EK_p_0.2_nVertices_1600_maxValue_80.txt,EK,0.2,1600,80,4.6685,1.5785,0.602,2.423,3.957
Dinic_p_0.2_nVertices_1600_maxValue_80.txt,Dinic,0.2,1600,80,0.2115,0.2175,0.049,0.0925,0.032501
MPM_p_0.2_nVertices_1600_maxValue_130.txt,MPM,0.2,1600,130,0.220501,0.337999,0.2175,0.261,0.245001
EK_p_0.2_nVertices_1600_maxValue_130.txt,EK,0.2,1600,130,3.396,3.179,3.783,9.2195,2.4675
Dinic_p_0.2_nVertices_1600_maxValue_130.txt,Dinic,0.2,1600,130,0.2165,0.105501,0.041999,0.127501,0.115999
MPM_p_0.2_nVertices_1600_maxValue_210.txt,MPM,0.2,1600,210,0.192,0.348999,0.219,0.3605,0.350501
EK_p_0.2_nVertices_1600_maxValue_210.txt,EK,0.2,1600,210,3.8175,5.204,4.242,5.2135,2.065
Dinic_p_0.2_nVertices_1600_maxValue_210.txt,Dinic,0.2,1600,210,0.1295,0.1455,0.146501,0.0655,0.078002
MPM_p_0.2_nVertices_1600_maxValue_340.txt,MPM,0.2,1600,340,0.258501,0.1675,0.205001,0.276499,0.2885
EK_p_0.2_nVertices_1600_maxValue_340.txt,EK,0.2,1600,340,0.852499,2.8085,3.926,6.5115,8.2355
Dinic_p_0.2_nVertices_1600_maxValue_340.txt,Dinic,0.2,1600,340,0.111999,0.1615,0.074999,0.101002,0.117001
MPM_p_0.2_nVertices_1600_maxValue_500.txt,MPM,0.2,1600,500,0.320501,0.116001,0.277999,0.195001,0.372499
EK_p_0.2_nVertices_1600_maxValue_500.txt,EK,0.2,1600,500,5.296,5.675,1.6325,6.942,4.4895
Dinic_p_0.2_nVertices_1600_maxValue_500.txt,Dinic,0.2,1600,500,0.117997,0.03,0.058999,0.0865,0.089
MPM_p_0.2_nVertices_1800_maxValue_10.txt,MPM,0.2,1800,10,0.4505,0.468999,0.335,0.387,0.470999
EK_p_0.2_nVertices_1800_maxValue_10.txt,EK,0.2,1800,10,1.194,3.0175,2.369,0.9335,0.988
Dinic_p_0.2_nVertices_1800_maxValue_10.txt,Dinic,0.2,1800,10,0.0735,0.156,0.031499,0.047,0.103003
MPM_p_0.2_nVertices_1800_maxValue_20.txt,MPM,0.2,1800,20,0.389,0.3475,0.421501,0.438001,0.370001
EK_p_0.2_nVertices_1800_maxValue_20.txt,EK,0.2,1800,20,3.5135,1.9335,3.731,3.3945,0.656
Dinic_p_0.2_nVertices_1800_maxValue_20.txt,Dinic,0.2,1800,20,0.099499,0.530999,0.1115,0.277998,0.306499
MPM_p_0.2_nVertices_1800_maxValue_30.txt,MPM,0.2,1800,30,0.429999,0.228501,0.215998,0.4595,0.195501
EK_p_0.2_nVertices_1800_maxValue_30.txt,EK,0.2,1800,30,1.4585,3.2045,4.888,1.274,5.9255
Dinic_p_0.2_nVertices_1800_maxValue_30.txt,Dinic,0.2,1800,30,0.461501,0.295999,0.045998,0.122502,0.255001
MPM_p_0.2_nVertices_1800_maxValue_50.txt,MPM,0.2,1800,50,0.412501,0.343999,0.238,0.489001,0.477001
EK_p_0.2_nVertices_1800_maxValue_50.txt,EK,0.2,1800,50,2.962,6.257,4.7855,1.8805,5.01
Dinic_p_0.2_nVertices_1800_maxValue_50.txt,Dinic,0.2,1800,50,0.2955,0.122502,0.225499,0.058499,0.060504
MPM_p_0.2_nVertices_1800_maxValue_80.txt,MPM,0.2,1800,80,0.230499,0.364001,0.24,0.331001,0.337001
EK_p_0.2_nVertices_1800_maxValue_80.txt,EK,0.2,1800,80,1.7275,4.5715,4.9515,7.5185,6.82
Dinic_p_0.2_nVertices_1800_maxValue_80.txt,Dinic,0.2,1800,80,0.157002,0.1965,0.194999,0.164002,0.270001
MPM_p_0.2_nVertices_1800_maxValue_130.txt,MPM,0.2,1800,130,0.4925,0.263499,0.423502,0.310999,0.287
EK_p_0.2_nVertices_1800_maxValue_130.txt,EK,0.2,1800,130,1.772,6.0715,3.1495,2.14,3.2665
Dinic_p_0.2_nVertices_1800_maxValue_130.txt,Dinic,0.2,1800,130,0.2665,0.387,0.074998,0.118501,0.343999
MPM_p_0.2_nVertices_1800_maxValue_210.txt,MPM,0.2,1800,210,0.352501,0.402002,0.532001,0.272001,0.256999
EK_p_0.2_nVertices_1800_maxValue_210.txt,EK,0.2,1800,210,5.917,12.338,9.119,1.1205,1.441
Dinic_p_0.2_nVertices_1800_maxValue_210.txt,Dinic,0.2,1800,210,0.247999,0.104502,0.276,0.269499,0.225501
MPM_p_0.2_nVertices_1800_maxValue_340.txt,MPM,0.2,1800,340,0.182,0.378999,0.383,0.492,0.396
EK_p_0.2_nVertices_1800_maxValue_340.txt,EK,0.2,1800,340,7.093,5.98,4.7225,8.3135,4.371
Dinic_p_0.2_nVertices_1800_maxValue_340.txt,Dinic,0.2,1800,340,0.1155,0.2415,0.154,0.601,0.426
MPM_p_0.2_nVertices_1800_maxValue_500.txt,MPM,0.2,1800,500,0.263001,0.4405,0.247501,0.4365,0.418499
EK_p_0.2_nVertices_1800_maxValue_500.txt,EK,0.2,1800,500,1.655,6.5805,9.7825,6.6725,9.067
Dinic_p_0.2_nVertices_1800_maxValue_500.txt,Dinic,0.2,1800,500,0.24,0.262001,0.075,0.073497,0.428502
MPM_p_0.2_nVertices_2000_maxValue_10.txt,MPM,0.2,2000,10,0.492,0.498,0.225999,0.3845,0.395502
EK_p_0.2_nVertices_2000_maxValue_10.txt,EK,0.2,2000,10,5.826,5.182,2.715,4.475,5.946
Dinic_p_0.2_nVertices_2000_maxValue_10.txt,Dinic,0.2,2000,10,0.467998,0.271,0.264501,0.1145,0.274499
MPM_p_0.2_nVertices_2000_maxValue_20.txt,MPM,0.2,2000,20,0.2315,0.3915,0.552501,0.341999,0.412
EK_p_0.2_nVertices_2000_maxValue_20.txt,EK,0.2,2000,20,6.336,6.475,3.469,6.411,6.3395
Dinic_p_0.2_nVertices_2000_maxValue_20.txt,Dinic,0.2,2000,20,0.222003,0.371,0.118,0.071,0.3535
MPM_p_0.2_nVertices_2000_maxValue_30.txt,MPM,0.2,2000,30,0.514498,0.794502,0.5535,0.508999,0.499502
EK_p_0.2_nVertices_2000_maxValue_30.txt,EK,0.2,2000,30,8.5265,6.2235,5.098,9.651,7.8005
Dinic_p_0.2_nVertices_2000_maxValue_30.txt,Dinic,0.2,2000,30,0.333499,0.548499,0.395501,0.429998,0.3395
MPM_p_0.2_nVertices_2000_maxValue_50.txt,MPM,0.2,2000,50,0.313498,0.381499,0.784999,0.386999,0.51
EK_p_0.2_nVertices_2000_maxValue_50.txt,EK,0.2,2000,50,5.442,10.053,5.988,8.1765,13.6305
Dinic_p_0.2_nVertices_2000_maxValue_50.txt,Dinic,0.2,2000,50,0.503501,0.201497,0.255,0.089001,0.087501
MPM_p_0.2_nVertices_2000_maxValue_80.txt,MPM,0.2,2000,80,0.309997,0.470501,0.392,0.565502,0.433501
EK_p_0.2_nVertices_2000_maxValue_80.txt,EK,0.2,2000,80,6.7785,2.319,7.6615,3.0965,5.4725
Dinic_p_0.2_nVertices_2000_maxValue_80.txt,Dinic,0.2,2000,80,0.331499,0.131001,0.441001,0.139999,0.256
MPM_p_0.2_nVertices_2000_maxValue_130.txt,MPM,0.2,2000,130,0.4685,0.533002,0.521,0.508002,0.582501
EK_p_0.2_nVertices_2000_maxValue_130.txt,EK,0.2,2000,130,6.7705,7.9305,1.9495,5.7975,8.462
Dinic_p_0.2_nVertices_2000_maxValue_130.txt,Dinic,0.2,2000,130,0.221999,0.153001,0.369001,0.275499,0.352001
MPM_p_0.2_nVertices_2000_maxValue_210.txt,MPM,0.2,2000,210,0.379999,0.576501,0.347499,0.652,0.517001
EK_p_0.2_nVertices_2000_maxValue_210.txt,EK,0.2,2000,210,10.237,8.265,8.305,5.6155,11.3405
Dinic_p_0.2_nVertices_2000_maxValue_210.txt,Dinic,0.2,2000,210,0.141004,0.0965,0.183,0.4435,0.244003
MPM_p_0.2_nVertices_2000_maxValue_340.txt,MPM,0.2,2000,340,0.609502,0.718997,0.303999,0.24,0.3135
EK_p_0.2_nVertices_2000_maxValue_340.txt,EK,0.2,2000,340,1.351,3.349,10.2165,12.7035,12.3405
Dinic_p_0.2_nVertices_2000_maxValue_340.txt,Dinic,0.2,2000,340,0.135501,0.329,0.321002,0.3065,0.117498
MPM_p_0.2_nVertices_2000_maxValue_500.txt,MPM,0.2,2000,500,0.550501,0.645,0.331503,0.320501,0.676998
EK_p_0.2_nVertices_2000_maxValue_500.txt,EK,0.2,2000,500,12.025,3.686,9.0025,15.64,6.07
Dinic_p_0.2_nVertices_2000_maxValue_500.txt,Dinic,0.2,2000,500,0.2905,0.1815,0.447001,0.304,0.2215
MPM_p_0.2_nVertices_2300_maxValue_10.txt,MPM,0.2,2300,10,0.449999,0.848001,0.469,0.342497,0.345499
EK_p_0.2_nVertices_2300_maxValue_10.txt,EK,0.2,2300,10,0,0,0,0,0
Dinic_p_0.2_nVertices_2300_maxValue_10.txt,Dinic,0.2,2300,10,0.434001,0.477504,0.1305,0.377002,0.4005
MPM_p_0.2_nVertices_2300_maxValue_20.txt,MPM,0.2,2300,20,0.495001,0.7365,0.874,0.772501,0.747999
EK_p_0.2_nVertices_2300_maxValue_20.txt,EK,0.2,2300,20,0,0,0,0,0
Dinic_p_0.2_nVertices_2300_maxValue_20.txt,Dinic,0.2,2300,20,0.383997,0.730498,0.594998,0.322501,0.2125
MPM_p_0.2_nVertices_2300_maxValue_30.txt,MPM,0.2,2300,30,0.627003,0.932,0.500002,0.826498,0.492499
EK_p_0.2_nVertices_2300_maxValue_30.txt,EK,0.2,2300,30,0,0,0,0,0
Dinic_p_0.2_nVertices_2300_maxValue_30.txt,Dinic,0.2,2300,30,0.1905,0.353501,0.543,0.345498,0.057498
MPM_p_0.2_nVertices_2300_maxValue_50.txt,MPM,0.2,2300,50,0.753499,0.950498,0.611999,0.474496,0.715498
EK_p_0.2_nVertices_2300_maxValue_50.txt,EK,0.2,2300,50,0,0,0,0,0
Dinic_p_0.2_nVertices_2300_maxValue_50.txt,Dinic,0.2,2300,50,0.6165,0.389499,0.609499,0.409501,0.366
MPM_p_0.2_nVertices_2300_maxValue_80.txt,MPM,0.2,2300,80,0.494002,0.632499,0.779,0.6745,0.340496
EK_p_0.2_nVertices_2300_maxValue_80.txt,EK,0.2,2300,80,0,0,0,0,0
Dinic_p_0.2_nVertices_2300_maxValue_80.txt,Dinic,0.2,2300,80,0.644001,0.419,0.576501,0.323,0.394001
MPM_p_0.2_nVertices_2300_maxValue_130.txt,MPM,0.2,2300,130,0.632502,0.815999,0.705499,0.707,0.295001
EK_p_0.2_nVertices_2300_maxValue_130.txt,EK,0.2,2300,130,0,0,0,0,0
Dinic_p_0.2_nVertices_2300_maxValue_130.txt,Dinic,0.2,2300,130,0.523,1.0725,0.375,0.358501,0.249495
MPM_p_0.2_nVertices_2300_maxValue_210.txt,MPM,0.2,2300,210,0.6185,1.01901,0.359498,0.627499,0.817
EK_p_0.2_nVertices_2300_maxValue_210.txt,EK,0.2,2300,210,0,0,0,0,0
Dinic_p_0.2_nVertices_2300_maxValue_210.txt,Dinic,0.2,2300,210,0.518,0.496,0.707001,0.233501,0.433501
MPM_p_0.2_nVertices_2300_maxValue_340.txt,MPM,0.2,2300,340,0.541499,0.437999,0.6375,0.776001,0.783501
EK_p_0.2_nVertices_2300_maxValue_340.txt,EK,0.2,2300,340,0,0,0,0,0
Dinic_p_0.2_nVertices_2300_maxValue_340.txt,Dinic,0.2,2300,340,0.402497,0.324498,0.458002,0.1805,0.170496
MPM_p_0.2_nVertices_2300_maxValue_500.txt,MPM,0.2,2300,500,0.615495,0.7915,0.514499,0.660501,0.819001
EK_p_0.2_nVertices_2300_maxValue_500.txt,EK,0.2,2300,500,0,0,0,0,0
Dinic_p_0.2_nVertices_2300_maxValue_500.txt,Dinic,0.2,2300,500,0.4605,0.454001,0.322,0.836,0.691498
MPM_p_0.2_nVertices_2600_maxValue_10.txt,MPM,0.2,2600,10,1.002,1.024,0.864999,0.882501,0.851
EK_p_0.2_nVertices_2600_maxValue_10.txt,EK,0.2,2600,10,0,0,0,0,0
Dinic_p_0.2_nVertices_2600_maxValue_10.txt,Dinic,0.2,2600,10,0.255999,0.5805,0.458,0.192501,0.373502
MPM_p_0.2_nVertices_2600_maxValue_20.txt,MPM,0.2,2600,20,1.2645,0.858001,0.791999,0.850003,0.411
EK_p_0.2_nVertices_2600_maxValue_20.txt,EK,0.2,2600,20,0,0,0,0,0
Dinic_p_0.2_nVertices_2600_maxValue_20.txt,Dinic,0.2,2600,20,0.527499,0.307002,0.1595,0.848497,0.342502
MPM_p_0.2_nVertices_2600_maxValue_30.txt,MPM,0.2,2600,30,0.488502,1.0935,0.545,1.499,0.8625
EK_p_0.2_nVertices_2600_maxValue_30.txt,EK,0.2,2600,30,0,0,0,0,0
Dinic_p_0.2_nVertices_2600_maxValue_30.txt,Dinic,0.2,2600,30,0.878501,0.896499,0.2,0.785501,0.503001
MPM_p_0.2_nVertices_2600_maxValue_50.txt,MPM,0.2,2600,50,0.917003,1.039,0.716496,0.904498,0.816997
EK_p_0.2_nVertices_2600_maxValue_50.txt,EK,0.2,2600,50,0,0,0,0,0
Dinic_p_0.2_nVertices_2600_maxValue_50.txt,Dinic,0.2,2600,50,0.3455,0.3545,0.656503,0.225,0.9795
MPM_p_0.2_nVertices_2600_maxValue_80.txt,MPM,0.2,2600,80,0.933501,1.8515,0.971999,0.715501,0.955497
EK_p_0.2_nVertices_2600_maxValue_80.txt,EK,0.2,2600,80,0,0,0,0,0
