File,Algorithm,P,n_vertices,max_cap,t0,t1,t2,t3,t4
MPM_p_0.12_nVertices_100_maxValue_10.txt,MPM,0.12,100,10,0.000499,0.0,0.0005,0.0,0.0
EK_p_0.12_nVertices_100_maxValue_10.txt,EK,0.12,100,10,0.000497,0.0005,0.0,0.000499,0.0005
Dinic_p_0.12_nVertices_100_maxValue_10.txt,Dinic,0.12,100,10,0.0,0.0,0.0,0.0,0.0
MPM_p_0.12_nVertices_100_maxValue_20.txt,MPM,0.12,100,20,0.000499,0.0,0.0005,0.000499,0.0
EK_p_0.12_nVertices_100_maxValue_20.txt,EK,0.12,100,20,0.0,0.0,0.0,0.0,0.0
Dinic_p_0.12_nVertices_100_maxValue_20.txt,Dinic,0.12,100,20,0.0,0.0,0.0,0.0,0.0
MPM_p_0.12_nVertices_100_maxValue_30.txt,MPM,0.12,100,30,0.0,0.0005,0.0005,0.0,0.0
EK_p_0.12_nVertices_100_maxValue_30.txt,EK,0.12,100,30,0.000499,0.0,0.0,0.0,0.0
Dinic_p_0.12_nVertices_100_maxValue_30.txt,Dinic,0.12,100,30,0.0,0.0,0.000498,0.0,0.0
MPM_p_0.12_nVertices_100_maxValue_50.txt,MPM,0.12,100,50,0.0,0.000497,0.0005,0.0,0.0
EK_p_0.12_nVertices_100_maxValue_50.txt,EK,0.12,100,50,0.0,0.0,0.0,0.0005,0.0
Dinic_p_0.12_nVertices_100_maxValue_50.txt,Dinic,0.12,100,50,0.0005,0.0,0.0,0.0005,0.0
MPM_p_0.12_nVertices_100_maxValue_80.txt,MPM,0.12,100,80,0.0,0.0,0.000499,0.0005,0.0
EK_p_0.12_nVertices_100_maxValue_80.txt,EK,0.12,100,80,0.0,0.000499,0.0,0.0,0.0
Dinic_p_0.12_nVertices_100_maxValue_80.txt,Dinic,0.12,100,80,0.0,0.0,0.0,0.0,0.0
MPM_p_0.12_nVertices_100_maxValue_130.txt,MPM,0.12,100,130,0.000501,0.000499,0.000498,0.0,0.000499
EK_p_0.12_nVertices_100_maxValue_130.txt,EK,0.12,100,130,0.0,0.0,0.000501,0.0,0.0
Dinic_p_0.12_nVertices_100_maxValue_130.txt,Dinic,0.12,100,130,0.0005,0.0,0.0,0.0,0.0
MPM_p_0.12_nVertices_100_maxValue_210.txt,MPM,0.12,100,210,0.0,0.0,0.000499,0.0,0.000499
EK_p_0.12_nVertices_100_maxValue_210.txt,EK,0.12,100,210,0.0,0.0,0.000498,0.0,0.0
Dinic_p_0.12_nVertices_100_maxValue_210.txt,Dinic,0.12,100,210,0.0,0.0,0.0,0.0,0.0
MPM_p_0.12_nVertices_100_maxValue_340.txt,MPM,0.12,100,340,0.0,0.0005,0.0005,0.0,0.0005
EK_p_0.12_nVertices_100_maxValue_340.txt,EK,0.12,100,340,0.0,0.0,0.0,0.0,0.0
Dinic_p_0.12_nVertices_100_maxValue_340.txt,Dinic,0.12,100,340,0.0,0.0,0.0,0.0,0.0
MPM_p_0.12_nVertices_100_maxValue_500.txt,MPM,0.12,100,500,0.0005,0.0,0.0,0.000499,0.000501
EK_p_0.12_nVertices_100_maxValue_500.txt,EK,0.12,100,500,0.0005,0.0,0.0,0.0,0.0
Dinic_p_0.12_nVertices_100_maxValue_500.txt,Dinic,0.12,100,500,0.0,0.0,0.0,0.0,0.0
MPM_p_0.12_nVertices_150_maxValue_10.txt,MPM,0.12,150,10,0.000501,0.0005,0.000501,0.000498,0.001001
EK_p_0.12_nVertices_150_maxValue_10.txt,EK,0.12,150,10,0.0,0.0,0.000501,0.0005,0.000499
Dinic_p_0.12_nVertices_150_maxValue_10.txt,Dinic,0.12,150,10,0.0,0.000501,0.0,0.0,0.0
MPM_p_0.12_nVertices_150_maxValue_20.txt,MPM,0.12,150,20,0.000499,0.000999,0.000501,0.0005,0.000497
EK_p_0.12_nVertices_150_maxValue_20.txt,EK,0.12,150,20,0.0005,0.000501,0.0,0.000997,0.001001
Dinic_p_0.12_nVertices_150_maxValue_20.txt,Dinic,0.12,150,20,0.0,0.0,0.0005,0.0,0.0
MPM_p_0.12_nVertices_150_maxValue_30.txt,MPM,0.12,150,30,0.0005,0.000501,0.0005,0.001001,0.0005
EK_p_0.12_nVertices_150_maxValue_30.txt,EK,0.12,150,30,0.000499,0.0,0.0,0.0005,0.0005
Dinic_p_0.12_nVertices_150_maxValue_30.txt,Dinic,0.12,150,30,0.0,0.0,0.000501,0.0,0.0
MPM_p_0.12_nVertices_150_maxValue_50.txt,MPM,0.12,150,50,0.0005,0.000499,0.001,0.0005,0.000999
EK_p_0.12_nVertices_150_maxValue_50.txt,EK,0.12,150,50,0.000499,0.000502,0.0005,0.0,0.000501
Dinic_p_0.12_nVertices_150_maxValue_50.txt,Dinic,0.12,150,50,0.0,0.0,0.0,0.0,0.0
MPM_p_0.12_nVertices_150_maxValue_80.txt,MPM,0.12,150,80,0.000999,0.001499,0.0005,0.001002,0.000501
EK_p_0.12_nVertices_150_maxValue_80.txt,EK,0.12,150,80,0.001,0.0005,0.000499,0.000501,0.0
Dinic_p_0.12_nVertices_150_maxValue_80.txt,Dinic,0.12,150,80,0.0,0.0,0.0005,0.0,0.0005
MPM_p_0.12_nVertices_150_maxValue_130.txt,MPM,0.12,150,130,0.000499,0.0005,0.000499,0.000497,0.000999
EK_p_0.12_nVertices_150_maxValue_130.txt,EK,0.12,150,130,0.0,0.0005,0.0,0.000499,0.0005
Dinic_p_0.12_nVertices_150_maxValue_130.txt,Dinic,0.12,150,130,0.000499,0.0,0.0,0.0,0.0
MPM_p_0.12_nVertices_150_maxValue_210.txt,MPM,0.12,150,210,0.0005,0.000499,0.001,0.001001,0.000498
EK_p_0.12_nVertices_150_maxValue_210.txt,EK,0.12,150,210,0.000498,0.000499,0.0005,0.0,0.0
Dinic_p_0.12_nVertices_150_maxValue_210.txt,Dinic,0.12,150,210,0.0,0.0,0.0,0.0,0.0
MPM_p_0.12_nVertices_150_maxValue_340.txt,MPM,0.12,150,340,0.000997,0.000499,0.000498,0.0005,0.000499
EK_p_0.12_nVertices_150_maxValue_340.txt,EK,0.12,150,340,0.000499,0.001,0.000501,0.000499,0.0005
Dinic_p_0.12_nVertices_150_maxValue_340.txt,Dinic,0.12,150,340,0.0,0.0005,0.0,0.0,0.0
MPM_p_0.12_nVertices_150_maxValue_500.txt,MPM,0.12,150,500,0.0005,0.001499,0.000999,0.000501,0.001
EK_p_0.12_nVertices_150_maxValue_500.txt,EK,0.12,150,500,0.000501,0.000501,0.000503,0.000501,0.0
Dinic_p_0.12_nVertices_150_maxValue_500.txt,Dinic,0.12,150,500,0.0,0.0,0.0,0.0,0.0005
MPM_p_0.12_nVertices_200_maxValue_10.txt,MPM,0.12,200,10,0.001501,0.0015,0.000501,0.002001,0.0005
EK_p_0.12_nVertices_200_maxValue_10.txt,EK,0.12,200,10,0.000998,0.0005,0.000501,0.000999,0.000501
Dinic_p_0.12_nVertices_200_maxValue_10.txt,Dinic,0.12,200,10,0.000502,0.0,0.0005,0.0005,0.0
MPM_p_0.12_nVertices_200_maxValue_20.txt,MPM,0.12,200,20,0.000499,0.0005,0.001,0.001003,0.001
EK_p_0.12_nVertices_200_maxValue_20.txt,EK,0.12,200,20,0.001,0.0005,0.001001,0.0005,0.000501
Dinic_p_0.12_nVertices_200_maxValue_20.txt,Dinic,0.12,200,20,0.0005,0.0005,0.0,0.0,0.0
MPM_p_0.12_nVertices_200_maxValue_30.txt,MPM,0.12,200,30,0.001001,0.0005,0.001,0.001499,0.0005
EK_p_0.12_nVertices_200_maxValue_30.txt,EK,0.12,200,30,0.000501,0.0005,0.000501,0.001001,0.001001
Dinic_p_0.12_nVertices_200_maxValue_30.txt,Dinic,0.12,200,30,0.000499,0.000501,0.0005,0.0005,0.0
MPM_p_0.12_nVertices_200_maxValue_50.txt,MPM,0.12,200,50,0.0005,0.000999,0.001001,0.000999,0.001
EK_p_0.12_nVertices_200_maxValue_50.txt,EK,0.12,200,50,0.0005,0.001501,0.001001,0.000998,0.001001
Dinic_p_0.12_nVertices_200_maxValue_50.txt,Dinic,0.12,200,50,0.000499,0.0,0.000499,0.0,0.0005
MPM_p_0.12_nVertices_200_maxValue_80.txt,MPM,0.12,200,80,0.000999,0.000502,0.0005,0.0015,0.001
EK_p_0.12_nVertices_200_maxValue_80.txt,EK,0.12,200,80,0.001,0.000998,0.000999,0.001,0.000499
Dinic_p_0.12_nVertices_200_maxValue_80.txt,Dinic,0.12,200,80,0.0005,0.0,0.0,0.0005,0.0
MPM_p_0.12_nVertices_200_maxValue_130.txt,MPM,0.12,200,130,0.001999,0.001001,0.000999,0.0005,0.0005
EK_p_0.12_nVertices_200_maxValue_130.txt,EK,0.12,200,130,0.0005,0.001,0.001,0.001499,0.0005
Dinic_p_0.12_nVertices_200_maxValue_130.txt,Dinic,0.12,200,130,0.000499,0.0005,0.0005,0.000501,0.0
MPM_p_0.12_nVertices_200_maxValue_210.txt,MPM,0.12,200,210,0.000499,0.0005,0.001,0.001998,0.000501
EK_p_0.12_nVertices_200_maxValue_210.txt,EK,0.12,200,210,0.000502,0.0015,0.001499,0.0005,0.0005
Dinic_p_0.12_nVertices_200_maxValue_210.txt,Dinic,0.12,200,210,0.0,0.0,0.000499,0.0,0.000503
MPM_p_0.12_nVertices_200_maxValue_340.txt,MPM,0.12,200,340,0.002,0.0005,0.000498,0.001499,0.000998
EK_p_0.12_nVertices_200_maxValue_340.txt,EK,0.12,200,340,0.001,0.000999,0.000999,0.001,0.000501
Dinic_p_0.12_nVertices_200_maxValue_340.txt,Dinic,0.12,200,340,0.000501,0.0,0.0,0.0,0.0
MPM_p_0.12_nVertices_200_maxValue_500.txt,MPM,0.12,200,500,0.001,0.0005,0.001001,0.000499,0.0015
EK_p_0.12_nVertices_200_maxValue_500.txt,EK,0.12,200,500,0.000999,0.000999,0.001001,0.000501,0.000499
Dinic_p_0.12_nVertices_200_maxValue_500.txt,Dinic,0.12,200,500,0.0,0.0,0.000501,0.0,0.0005
MPM_p_0.12_nVertices_250_maxValue_10.txt,MPM,0.12,250,10,0.001502,0.000999,0.001499,0.001501,0.001497
EK_p_0.12_nVertices_250_maxValue_10.txt,EK,0.12,250,10,0.000999,0.0015,0.001,0.0005,0.0005
Dinic_p_0.12_nVertices_250_maxValue_10.txt,Dinic,0.12,250,10,0.0,0.000501,0.0,0.0,0.0005
MPM_p_0.12_nVertices_250_maxValue_20.txt,MPM,0.12,250,20,0.000999,0.001001,0.002,0.001499,0.002003
EK_p_0.12_nVertices_250_maxValue_20.txt,EK,0.12,250,20,0.001,0.001999,0.002,0.001501,0.002001
Dinic_p_0.12_nVertices_250_maxValue_20.txt,Dinic,0.12,250,20,0.0,0.000501,0.0,0.0,0.0005
MPM_p_0.12_nVertices_250_maxValue_30.txt,MPM,0.12,250,30,0.002499,0.002,0.002501,0.0025,0.003
EK_p_0.12_nVertices_250_maxValue_30.txt,EK,0.12,250,30,0.000501,0.0015,0.001502,0.0025,0.001995
Dinic_p_0.12_nVertices_250_maxValue_30.txt,Dinic,0.12,250,30,0.000501,0.0005,0.0005,0.0005,0.0005
MPM_p_0.12_nVertices_250_maxValue_50.txt,MPM,0.12,250,50,0.001499,0.002499,0.001999,0.002,0.002501
EK_p_0.12_nVertices_250_maxValue_50.txt,EK,0.12,250,50,0.0015,0.001999,0.000999,0.000499,0.001498
Dinic_p_0.12_nVertices_250_maxValue_50.txt,Dinic,0.12,250,50,0.000501,0.0005,0.0005,0.0,0.001002
MPM_p_0.12_nVertices_250_maxValue_80.txt,MPM,0.12,250,80,0.002502,0.001501,0.001001,0.002499,0.001
EK_p_0.12_nVertices_250_maxValue_80.txt,EK,0.12,250,80,0.003002,0.001,0.001503,0.001999,0.002502
Dinic_p_0.12_nVertices_250_maxValue_80.txt,Dinic,0.12,250,80,0.0,0.000501,0.0005,0.0005,0.0005
MPM_p_0.12_nVertices_250_maxValue_130.txt,MPM,0.12,250,130,0.001499,0.001498,0.005,0.0025,0.001498
EK_p_0.12_nVertices_250_maxValue_130.txt,EK,0.12,250,130,0.002002,0.002,0.002005,0.002,0.000999
Dinic_p_0.12_nVertices_250_maxValue_130.txt,Dinic,0.12,250,130,0.000502,0.0005,0.000501,0.0005,0.000502
MPM_p_0.12_nVertices_250_maxValue_210.txt,MPM,0.12,250,210,0.003001,0.001,0.001501,0.002,0.000998
EK_p_0.12_nVertices_250_maxValue_210.txt,EK,0.12,250,210,0.001499,0.002,0.003,0.002001,0.003501
Dinic_p_0.12_nVertices_250_maxValue_210.txt,Dinic,0.12,250,210,0.000998,0.000498,0.0005,0.0005,0.000498
MPM_p_0.12_nVertices_250_maxValue_340.txt,MPM,0.12,250,340,0.002,0.0025,0.002997,0.001999,0.004
EK_p_0.12_nVertices_250_maxValue_340.txt,EK,0.12,250,340,0.002499,0.001501,0.001999,0.001497,0.001
Dinic_p_0.12_nVertices_250_maxValue_340.txt,Dinic,0.12,250,340,0.000499,0.0,0.000501,0.0,0.000501
MPM_p_0.12_nVertices_250_maxValue_500.txt,MPM,0.12,250,500,0.002502,0.002,0.001503,0.002497,0.0015
EK_p_0.12_nVertices_250_maxValue_500.txt,EK,0.12,250,500,0.000999,0.003001,0.0015,0.0015,0.001
Dinic_p_0.12_nVertices_250_maxValue_500.txt,Dinic,0.12,250,500,0.0,0.000501,0.0005,0.0005,0.0
MPM_p_0.12_nVertices_300_maxValue_10.txt,MPM,0.12,300,10,0.001499,0.005999,0.002501,0.0015,0.0015
EK_p_0.12_nVertices_300_maxValue_10.txt,EK,0.12,300,10,0.003,0.001503,0.004999,0.003002,0.0025
Dinic_p_0.12_nVertices_300_maxValue_10.txt,Dinic,0.12,300,10,0.0005,0.000501,0.002,0.000499,0.0005
MPM_p_0.12_nVertices_300_maxValue_20.txt,MPM,0.12,300,20,0.001999,0.001498,0.003501,0.004003,0.002499
EK_p_0.12_nVertices_300_maxValue_20.txt,EK,0.12,300,20,0.0015,0.002501,0.0035,0.001997,0.003791
Dinic_p_0.12_nVertices_300_maxValue_20.txt,Dinic,0.12,300,20,0.000999,0.001003,0.001,0.0,0.0005
MPM_p_0.12_nVertices_300_maxValue_30.txt,MPM,0.12,300,30,0.001997,0.002497,0.0025,0.002002,0.0015
EK_p_0.12_nVertices_300_maxValue_30.txt,EK,0.12,300,30,0.002997,0.0035,0.004001,0.003499,0.005
Dinic_p_0.12_nVertices_300_maxValue_30.txt,Dinic,0.12,300,30,0.001,0.001,0.0005,0.0005,0.0005
MPM_p_0.12_nVertices_300_maxValue_50.txt,MPM,0.12,300,50,0.0015,0.0035,0.005499,0.001501,0.0025
EK_p_0.12_nVertices_300_maxValue_50.txt,EK,0.12,300,50,0.003503,0.003501,0.0055,0.002001,0.0015
Dinic_p_0.12_nVertices_300_maxValue_50.txt,Dinic,0.12,300,50,0.0005,0.0005,0.000499,0.0005,0.0005
MPM_p_0.12_nVertices_300_maxValue_80.txt,MPM,0.12,300,80,0.003999,0.003,0.003501,0.001503,0.003
EK_p_0.12_nVertices_300_maxValue_80.txt,EK,0.12,300,80,0.0065,0.004,0.0045,0.003998,0.001499
Dinic_p_0.12_nVertices_300_maxValue_80.txt,Dinic,0.12,300,80,0.0005,0.000999,0.0005,0.0005,0.0005
MPM_p_0.12_nVertices_300_maxValue_130.txt,MPM,0.12,300,130,0.001999,0.003501,0.001001,0.002999,0.0035
EK_p_0.12_nVertices_300_maxValue_130.txt,EK,0.12,300,130,0.006503,0.0025,0.005,0.002997,0.003
Dinic_p_0.12_nVertices_300_maxValue_130.txt,Dinic,0.12,300,130,0.000499,0.0,0.0,0.0005,0.001002
MPM_p_0.12_nVertices_300_maxValue_210.txt,MPM,0.12,300,210,0.006999,0.003,0.0015,0.004001,0.003501
EK_p_0.12_nVertices_300_maxValue_210.txt,EK,0.12,300,210,0.004496,0.005003,0.0035,0.006001,0.004496
Dinic_p_0.12_nVertices_300_maxValue_210.txt,Dinic,0.12,300,210,0.000501,0.0,0.0,0.0005,0.000999
MPM_p_0.12_nVertices_300_maxValue_340.txt,MPM,0.12,300,340,0.003501,0.0025,0.003999,0.0025,0.001999
EK_p_0.12_nVertices_300_maxValue_340.txt,EK,0.12,300,340,0.003,0.007,0.003,0.004503,0.009
Dinic_p_0.12_nVertices_300_maxValue_340.txt,Dinic,0.12,300,340,0.0005,0.0015,0.0,0.0005,0.000499
MPM_p_0.12_nVertices_300_maxValue_500.txt,MPM,0.12,300,500,0.002003,0.004502,0.0025,0.006501,0.002499
EK_p_0.12_nVertices_300_maxValue_500.txt,EK,0.12,300,500,0.0015,0.002,0.005001,0.0035,0.008
Dinic_p_0.12_nVertices_300_maxValue_500.txt,Dinic,0.12,300,500,0.0005,0.000502,0.000499,0.000999,0.000499
MPM_p_0.12_nVertices_350_maxValue_10.txt,MPM,0.12,350,10,0.006,0.004501,0.007,0.004,0.007501
EK_p_0.12_nVertices_350_maxValue_10.txt,EK,0.12,350,10,0.002502,0.002001,0.0085,0.005,0.005501
Dinic_p_0.12_nVertices_350_maxValue_10.txt,Dinic,0.12,350,10,0.0005,0.0005,0.001,0.001003,0.001501
MPM_p_0.12_nVertices_350_maxValue_20.txt,MPM,0.12,350,20,0.007499,0.003,0.004999,0.005502,0.003
EK_p_0.12_nVertices_350_maxValue_20.txt,EK,0.12,350,20,0.0065,0.007001,0.004499,0.007999,0.003501
Dinic_p_0.12_nVertices_350_maxValue_20.txt,Dinic,0.12,350,20,0.001499,0.0005,0.001002,0.001,0.0005
MPM_p_0.12_nVertices_350_maxValue_30.txt,MPM,0.12,350,30,0.003999,0.003002,0.002999,0.0035,0.002
EK_p_0.12_nVertices_350_maxValue_30.txt,EK,0.12,350,30,0.0045,0.0045,0.0075,0.005502,0.006999
Dinic_p_0.12_nVertices_350_maxValue_30.txt,Dinic,0.12,350,30,0.0015,0.0005,0.001,0.0005,0.000501
MPM_p_0.12_nVertices_350_maxValue_50.txt,MPM,0.12,350,50,0.005,0.005003,0.0025,0.0055,0.003501
EK_p_0.12_nVertices_350_maxValue_50.txt,EK,0.12,350,50,0.007998,0.002498,0.0075,0.0075,0.0065
Dinic_p_0.12_nVertices_350_maxValue_50.txt,Dinic,0.12,350,50,0.001,0.0005,0.001001,0.001,0.001
MPM_p_0.12_nVertices_350_maxValue_80.txt,MPM,0.12,350,80,0.009,0.007,0.002999,0.0085,0.004002
EK_p_0.12_nVertices_350_maxValue_80.txt,EK,0.12,350,80,0.0075,0.009003,0.011,0.003999,0.011002
Dinic_p_0.12_nVertices_350_maxValue_80.txt,Dinic,0.12,350,80,0.001,0.000501,0.0005,0.001001,0.001
MPM_p_0.12_nVertices_350_maxValue_130.txt,MPM,0.12,350,130,0.003,0.006,0.003,0.011502,0.007001
EK_p_0.12_nVertices_350_maxValue_130.txt,EK,0.12,350,130,0.006501,0.010502,0.012001,0.002001,0.006
Dinic_p_0.12_nVertices_350_maxValue_130.txt,Dinic,0.12,350,130,0.000999,0.0015,0.000997,0.000499,0.0005
MPM_p_0.12_nVertices_350_maxValue_210.txt,MPM,0.12,350,210,0.003,0.004,0.004001,0.006,0.004999
EK_p_0.12_nVertices_350_maxValue_210.txt,EK,0.12,350,210,0.0085,0.005003,0.0055,0.009,0.005
Dinic_p_0.12_nVertices_350_maxValue_210.txt,Dinic,0.12,350,210,0.0005,0.000501,0.000998,0.0005,0.0015
MPM_p_0.12_nVertices_350_maxValue_340.txt,MPM,0.12,350,340,0.003,0.006,0.005502,0.0035,0.005002
EK_p_0.12_nVertices_350_maxValue_340.txt,EK,0.12,350,340,0.005999,0.004,0.015502,0.0065,0.013499
Dinic_p_0.12_nVertices_350_maxValue_340.txt,Dinic,0.12,350,340,0.0005,0.001,0.001,0.000999,0.000999
MPM_p_0.12_nVertices_350_maxValue_500.txt,MPM,0.12,350,500,0.003499,0.0025,0.003501,0.0045,0.0045
EK_p_0.12_nVertices_350_maxValue_500.txt,EK,0.12,350,500,0.003003,0.007498,0.002497,0.005,0.004501
Dinic_p_0.12_nVertices_350_maxValue_500.txt,Dinic,0.12,350,500,0.001,0.001501,0.001,0.000498,0.001
MPM_p_0.12_nVertices_400_maxValue_10.txt,MPM,0.12,400,10,0.004499,0.004999,0.0085,0.006498,0.006499
EK_p_0.12_nVertices_400_maxValue_10.txt,EK,0.12,400,10,0.004,0.005499,0.006497,0.0055,0.0035
Dinic_p_0.12_nVertices_400_maxValue_10.txt,Dinic,0.12,400,10,0.001,0.001002,0.0015,0.0005,0.001502
MPM_p_0.12_nVertices_400_maxValue_20.txt,MPM,0.12,400,20,0.002997,0.0055,0.002499,0.0045,0.004003
EK_p_0.12_nVertices_400_maxValue_20.txt,EK,0.12,400,20,0.0115,0.005001,0.004501,0.011,0.007
Dinic_p_0.12_nVertices_400_maxValue_20.txt,Dinic,0.12,400,20,0.001501,0.000499,0.001999,0.0005,0.0015
MPM_p_0.12_nVertices_400_maxValue_30.txt,MPM,0.12,400,30,0.0045,0.004502,0.005,0.0025,0.006999
EK_p_0.12_nVertices_400_maxValue_30.txt,EK,0.12,400,30,0.012,0.0075,0.005996,0.004501,0.006
Dinic_p_0.12_nVertices_400_maxValue_30.txt,Dinic,0.12,400,30,0.001,0.002,0.000997,0.001,0.001499
MPM_p_0.12_nVertices_400_maxValue_50.txt,MPM,0.12,400,50,0.0055,0.0055,0.006002,0.004499,0.005999
EK_p_0.12_nVertices_400_maxValue_50.txt,EK,0.12,400,50,0.0155,0.009,0.006,0.005999,0.011
Dinic_p_0.12_nVertices_400_maxValue_50.txt,Dinic,0.12,400,50,0.001502,0.000999,0.001002,0.001,0.001499
MPM_p_0.12_nVertices_400_maxValue_80.txt,MPM,0.12,400,80,0.011001,0.009996,0.004,0.0125,0.006001
EK_p_0.12_nVertices_400_maxValue_80.txt,EK,0.12,400,80,0.0085,0.0085,0.010999,0.0155,0.016501
Dinic_p_0.12_nVertices_400_maxValue_80.txt,Dinic,0.12,400,80,0.002,0.001999,0.0015,0.0015,0.001
MPM_p_0.12_nVertices_400_maxValue_130.txt,MPM,0.12,400,130,0.003999,0.004498,0.005002,0.008501,0.005
EK_p_0.12_nVertices_400_maxValue_130.txt,EK,0.12,400,130,0.01,0.0205,0.016499,0.0115,0.007999
Dinic_p_0.12_nVertices_400_maxValue_130.txt,Dinic,0.12,400,130,0.001999,0.001001,0.0015,0.001501,0.000999
MPM_p_0.12_nVertices_400_maxValue_210.txt,MPM,0.12,400,210,0.0075,0.008,0.004501,0.005501,0.002501
EK_p_0.12_nVertices_400_maxValue_210.txt,EK,0.12,400,210,0.0145,0.011498,0.0145,0.010001,0.010001
Dinic_p_0.12_nVertices_400_maxValue_210.txt,Dinic,0.12,400,210,0.000999,0.0025,0.002001,0.001001,0.000999
MPM_p_0.12_nVertices_400_maxValue_340.txt,MPM,0.12,400,340,0.006,0.004,0.0045,0.006001,0.006
EK_p_0.12_nVertices_400_maxValue_340.txt,EK,0.12,400,340,0.011498,0.013999,0.007,0.01,0.016
Dinic_p_0.12_nVertices_400_maxValue_340.txt,Dinic,0.12,400,340,0.001499,0.0005,0.001,0.001,0.0015
MPM_p_0.12_nVertices_400_maxValue_500.txt,MPM,0.12,400,500,0.003,0.004496,0.006002,0.007999,0.004
EK_p_0.12_nVertices_400_maxValue_500.txt,EK,0.12,400,500,0.015999,0.0065,0.009496,0.011001,0.0105
Dinic_p_0.12_nVertices_400_maxValue_500.txt,Dinic,0.12,400,500,0.000502,0.0015,0.003,0.0015,0.000999
MPM_p_0.12_nVertices_450_maxValue_10.txt,MPM,0.12,450,10,0.005504,0.007,0.004,0.006499,0.0055
EK_p_0.12_nVertices_450_maxValue_10.txt,EK,0.12,450,10,0.0145,0.014997,0.011,0.004,0.011998
Dinic_p_0.12_nVertices_450_maxValue_10.txt,Dinic,0.12,450,10,0.002,0.003997,0.001499,0.0015,0.001999
MPM_p_0.12_nVertices_450_maxValue_20.txt,MPM,0.12,450,20,0.009,0.004499,0.0065,0.006499,0.007
EK_p_0.12_nVertices_450_maxValue_20.txt,EK,0.12,450,20,0.016499,0.008999,0.016501,0.011498,0.012
Dinic_p_0.12_nVertices_450_maxValue_20.txt,Dinic,0.12,450,20,0.000999,0.0025,0.000999,0.001998,0.002001
MPM_p_0.12_nVertices_450_maxValue_30.txt,MPM,0.12,450,30,0.004501,0.005997,0.0065,0.007,0.0085
EK_p_0.12_nVertices_450_maxValue_30.txt,EK,0.12,450,30,0.012996,0.0115,0.0035,0.0175,0.013
Dinic_p_0.12_nVertices_450_maxValue_30.txt,Dinic,0.12,450,30,0.002999,0.002,0.002001,0.0015,0.002001
MPM_p_0.12_nVertices_450_maxValue_50.txt,MPM,0.12,450,50,0.01,0.0075,0.007,0.01,0.010498
EK_p_0.12_nVertices_450_maxValue_50.txt,EK,0.12,450,50,0.015,0.020502,0.024494,0.024999,0.014
Dinic_p_0.12_nVertices_450_maxValue_50.txt,Dinic,0.12,450,50,0.002499,0.0015,0.0025,0.0015,0.002
MPM_p_0.12_nVertices_450_maxValue_80.txt,MPM,0.12,450,80,0.008,0.007501,0.0075,0.003999,0.005501
EK_p_0.12_nVertices_450_maxValue_80.txt,EK,0.12,450,80,0.017498,0.020499,0.0185,0.004999,0.012997
Dinic_p_0.12_nVertices_450_maxValue_80.txt,Dinic,0.12,450,80,0.003001,0.0015,0.003,0.001499,0.000999
MPM_p_0.12_nVertices_450_maxValue_130.txt,MPM,0.12,450,130,0.006999,0.010499,0.006,0.0065,0.006501
EK_p_0.12_nVertices_450_maxValue_130.txt,EK,0.12,450,130,0.012501,0.0145,0.0275,0.013,0.0165
Dinic_p_0.12_nVertices_450_maxValue_130.txt,Dinic,0.12,450,130,0.001999,0.002,0.003001,0.0025,0.002
MPM_p_0.12_nVertices_450_maxValue_210.txt,MPM,0.12,450,210,0.011501,0.0095,0.006499,0.006,0.008
EK_p_0.12_nVertices_450_maxValue_210.txt,EK,0.12,450,210,0.016003,0.029,0.017501,0.018499,0.020999
Dinic_p_0.12_nVertices_450_maxValue_210.txt,Dinic,0.12,450,210,0.000498,0.001501,0.002,0.002,0.001005
MPM_p_0.12_nVertices_450_maxValue_340.txt,MPM,0.12,450,340,0.009502,0.017,0.010501,0.018,0.007
EK_p_0.12_nVertices_450_maxValue_340.txt,EK,0.12,450,340,0.018499,0.0045,0.0155,0.013,0.011001
Dinic_p_0.12_nVertices_450_maxValue_340.txt,Dinic,0.12,450,340,0.002,0.001,0.002,0.002499,0.001002
MPM_p_0.12_nVertices_450_maxValue_500.txt,MPM,0.12,450,500,0.007,0.0055,0.0115,0.007501,0.005498
EK_p_0.12_nVertices_450_maxValue_500.txt,EK,0.12,450,500,0.032998,0.0205,0.024,0.008001,0.014999
Dinic_p_0.12_nVertices_450_maxValue_500.txt,Dinic,0.12,450,500,0.0015,0.001999,0.0015,0.002,0.002499
MPM_p_0.12_nVertices_500_maxValue_10.txt,MPM,0.12,500,10,0.01,0.0075,0.006501,0.007,0.013502
EK_p_0.12_nVertices_500_maxValue_10.txt,EK,0.12,500,10,0.0185,0.02,0.0065,0.020501,0.014499
Dinic_p_0.12_nVertices_500_maxValue_10.txt,Dinic,0.12,500,10,0.002,0.003001,0.002001,0.001499,0.002
MPM_p_0.12_nVertices_500_maxValue_20.txt,MPM,0.12,500,20,0.010002,0.008501,0.0085,0.006499,0.005001
EK_p_0.12_nVertices_500_maxValue_20.txt,EK,0.12,500,20,0.012002,0.016499,0.021999,0.027002,0.012501
Dinic_p_0.12_nVertices_500_maxValue_20.txt,Dinic,0.12,500,20,0.003001,0.002,0.002002,0.0015,0.004003
MPM_p_0.12_nVertices_500_maxValue_30.txt,MPM,0.12,500,30,0.013,0.0145,0.012,0.010499,0.0175
