File,Algorithm,P,n_vertices,max_cap,MeanTime
EK_p_0.37_nVertices_100_maxValue_340.txt,EK,0.37,100,340,0.0006002000000000001
Dinic_p_0.37_nVertices_100_maxValue_340.txt,Dinic,0.37,100,340,9.98e-05
MPM_p_0.37_nVertices_100_maxValue_500.txt,MPM,0.37,100,500,0.0005
EK_p_0.37_nVertices_100_maxValue_500.txt,EK,0.37,100,500,0.0004998000000000001
Dinic_p_0.37_nVertices_100_maxValue_500.txt,Dinic,0.37,100,500,0.0001996
MPM_p_0.37_nVertices_200_maxValue_10.txt,MPM,0.37,200,10,0.0019006000000000001
EK_p_0.37_nVertices_200_maxValue_10.txt,EK,0.37,200,10,0.0036006000000000002
Dinic_p_0.37_nVertices_200_maxValue_10.txt,Dinic,0.37,200,10,0.0004002
MPM_p_0.37_nVertices_200_maxValue_20.txt,MPM,0.37,200,20,0.0020004000000000003
EK_p_0.37_nVertices_200_maxValue_20.txt,EK,0.37,200,20,0.0042994
Dinic_p_0.37_nVertices_200_maxValue_20.txt,Dinic,0.37,200,20,0.0009000000000000001
MPM_p_0.37_nVertices_200_maxValue_30.txt,MPM,0.37,200,30,0.0015003999999999998
EK_p_0.37_nVertices_200_maxValue_30.txt,EK,0.37,200,30,0.0038998000000000006
Dinic_p_0.37_nVertices_200_maxValue_30.txt,Dinic,0.37,200,30,0.00039979999999999996
MPM_p_0.37_nVertices_200_maxValue_50.txt,MPM,0.37,200,50,0.0023
EK_p_0.37_nVertices_200_maxValue_50.txt,EK,0.37,200,50,0.0055
Dinic_p_0.37_nVertices_200_maxValue_50.txt,Dinic,0.37,200,50,0.0008002
MPM_p_0.37_nVertices_200_maxValue_80.txt,MPM,0.37,200,80,0.0018998
EK_p_0.37_nVertices_200_maxValue_80.txt,EK,0.37,200,80,0.0044002
Dinic_p_0.37_nVertices_200_maxValue_80.txt,Dinic,0.37,200,80,0.00020020000000000004
MPM_p_0.37_nVertices_200_maxValue_130.txt,MPM,0.37,200,130,0.0017002000000000002
EK_p_0.37_nVertices_200_maxValue_130.txt,EK,0.37,200,130,0.0045002
Dinic_p_0.37_nVertices_200_maxValue_130.txt,Dinic,0.37,200,130,0.0004998
MPM_p_0.37_nVertices_200_maxValue_210.txt,MPM,0.37,200,210,0.0016998
EK_p_0.37_nVertices_200_maxValue_210.txt,EK,0.37,200,210,0.0053004
Dinic_p_0.37_nVertices_200_maxValue_210.txt,Dinic,0.37,200,210,0.0008001999999999998
MPM_p_0.37_nVertices_200_maxValue_340.txt,MPM,0.37,200,340,0.0029996
EK_p_0.37_nVertices_200_maxValue_340.txt,EK,0.37,200,340,0.0075
Dinic_p_0.37_nVertices_200_maxValue_340.txt,Dinic,0.37,200,340,0.0004002
MPM_p_0.37_nVertices_200_maxValue_500.txt,MPM,0.37,200,500,0.0023998
EK_p_0.37_nVertices_200_maxValue_500.txt,EK,0.37,200,500,0.004
Dinic_p_0.37_nVertices_200_maxValue_500.txt,Dinic,0.37,200,500,0.0006998
MPM_p_0.37_nVertices_200_maxValue_10.txt,MPM,0.37,200,10,0.0018000000000000002
EK_p_0.37_nVertices_200_maxValue_10.txt,EK,0.37,200,10,0.0048998
Dinic_p_0.37_nVertices_200_maxValue_10.txt,Dinic,0.37,200,10,0.0004002
MPM_p_0.37_nVertices_200_maxValue_20.txt,MPM,0.37,200,20,0.0022002000000000002
EK_p_0.37_nVertices_200_maxValue_20.txt,EK,0.37,200,20,0.0034002
Dinic_p_0.37_nVertices_200_maxValue_20.txt,Dinic,0.37,200,20,0.0005004
MPM_p_0.37_nVertices_200_maxValue_30.txt,MPM,0.37,200,30,0.0020002
EK_p_0.37_nVertices_200_maxValue_30.txt,EK,0.37,200,30,0.0049996
Dinic_p_0.37_nVertices_200_maxValue_30.txt,Dinic,0.37,200,30,0.0006996
MPM_p_0.37_nVertices_200_maxValue_50.txt,MPM,0.37,200,50,0.0018000000000000002
EK_p_0.37_nVertices_200_maxValue_50.txt,EK,0.37,200,50,0.0059998
Dinic_p_0.37_nVertices_200_maxValue_50.txt,Dinic,0.37,200,50,0.0008002
MPM_p_0.37_nVertices_200_maxValue_80.txt,MPM,0.37,200,80,0.0019000000000000002
EK_p_0.37_nVertices_200_maxValue_80.txt,EK,0.37,200,80,0.005400199999999999
Dinic_p_0.37_nVertices_200_maxValue_80.txt,Dinic,0.37,200,80,0.0009000000000000001
MPM_p_0.37_nVertices_200_maxValue_130.txt,MPM,0.37,200,130,0.0021999999999999997
EK_p_0.37_nVertices_200_maxValue_130.txt,EK,0.37,200,130,0.006099599999999999
Dinic_p_0.37_nVertices_200_maxValue_130.txt,Dinic,0.37,200,130,0.0006998
MPM_p_0.37_nVertices_200_maxValue_210.txt,MPM,0.37,200,210,0.0024
EK_p_0.37_nVertices_200_maxValue_210.txt,EK,0.37,200,210,0.0052998
Dinic_p_0.37_nVertices_200_maxValue_210.txt,Dinic,0.37,200,210,0.0006000000000000001
MPM_p_0.37_nVertices_200_maxValue_340.txt,MPM,0.37,200,340,0.0013000000000000002
EK_p_0.37_nVertices_200_maxValue_340.txt,EK,0.37,200,340,0.0059004
Dinic_p_0.37_nVertices_200_maxValue_340.txt,Dinic,0.37,200,340,0.0006000000000000001
MPM_p_0.37_nVertices_200_maxValue_500.txt,MPM,0.37,200,500,0.0018000000000000002
EK_p_0.37_nVertices_200_maxValue_500.txt,EK,0.37,200,500,0.0070994000000000005
Dinic_p_0.37_nVertices_200_maxValue_500.txt,Dinic,0.37,200,500,0.0006002
MPM_p_0.37_nVertices_500_maxValue_10.txt,MPM,0.37,500,10,0.0146006
EK_p_0.37_nVertices_500_maxValue_10.txt,EK,0.37,500,10,0.08159979999999999
Dinic_p_0.37_nVertices_500_maxValue_10.txt,Dinic,0.37,500,10,0.005899799999999999
MPM_p_0.37_nVertices_500_maxValue_20.txt,MPM,0.37,500,20,0.0165004
EK_p_0.37_nVertices_500_maxValue_20.txt,EK,0.37,500,20,0.09250080000000001
Dinic_p_0.37_nVertices_500_maxValue_20.txt,Dinic,0.37,500,20,0.0042997999999999995
MPM_p_0.37_nVertices_500_maxValue_30.txt,MPM,0.37,500,30,0.0164002
EK_p_0.37_nVertices_500_maxValue_30.txt,EK,0.37,500,30,0.0856998
Dinic_p_0.37_nVertices_500_maxValue_30.txt,Dinic,0.37,500,30,0.0060999999999999995
MPM_p_0.37_nVertices_500_maxValue_50.txt,MPM,0.37,500,50,0.0165998
EK_p_0.37_nVertices_500_maxValue_50.txt,EK,0.37,500,50,0.1174998
Dinic_p_0.37_nVertices_500_maxValue_50.txt,Dinic,0.37,500,50,0.005399800000000001
MPM_p_0.37_nVertices_500_maxValue_80.txt,MPM,0.37,500,80,0.0205006
EK_p_0.37_nVertices_500_maxValue_80.txt,EK,0.37,500,80,0.1014006
Dinic_p_0.37_nVertices_500_maxValue_80.txt,Dinic,0.37,500,80,0.005900600000000001
MPM_p_0.37_nVertices_500_maxValue_130.txt,MPM,0.37,500,130,0.019800199999999997
EK_p_0.37_nVertices_500_maxValue_130.txt,EK,0.37,500,130,0.08570019999999999
Dinic_p_0.37_nVertices_500_maxValue_130.txt,Dinic,0.37,500,130,0.0071004
MPM_p_0.37_nVertices_500_maxValue_210.txt,MPM,0.37,500,210,0.0161998
EK_p_0.37_nVertices_500_maxValue_210.txt,EK,0.37,500,210,0.12199940000000002
Dinic_p_0.37_nVertices_500_maxValue_210.txt,Dinic,0.37,500,210,0.0066002000000000005
MPM_p_0.37_nVertices_500_maxValue_340.txt,MPM,0.37,500,340,0.021301
EK_p_0.37_nVertices_500_maxValue_340.txt,EK,0.37,500,340,0.1412
Dinic_p_0.37_nVertices_500_maxValue_340.txt,Dinic,0.37,500,340,0.0042002
MPM_p_0.37_nVertices_500_maxValue_500.txt,MPM,0.37,500,500,0.0200002
EK_p_0.37_nVertices_500_maxValue_500.txt,EK,0.37,500,500,0.1306002
Dinic_p_0.37_nVertices_500_maxValue_500.txt,Dinic,0.37,500,500,0.0059998000000000004
MPM_p_0.37_nVertices_800_maxValue_10.txt,MPM,0.37,800,10,0.0492008
EK_p_0.37_nVertices_800_maxValue_10.txt,EK,0.37,800,10,0.31590039999999997
Dinic_p_0.37_nVertices_800_maxValue_10.txt,Dinic,0.37,800,10,0.016001
MPM_p_0.37_nVertices_800_maxValue_20.txt,MPM,0.37,800,20,0.05659960000000001
EK_p_0.37_nVertices_800_maxValue_20.txt,EK,0.37,800,20,0.39260100000000003
Dinic_p_0.37_nVertices_800_maxValue_20.txt,Dinic,0.37,800,20,0.013799999999999998
MPM_p_0.37_nVertices_800_maxValue_30.txt,MPM,0.37,800,30,0.0475006
EK_p_0.37_nVertices_800_maxValue_30.txt,EK,0.37,800,30,0.39139939999999995
Dinic_p_0.37_nVertices_800_maxValue_30.txt,Dinic,0.37,800,30,0.0199006
MPM_p_0.37_nVertices_800_maxValue_50.txt,MPM,0.37,800,50,0.0569998
EK_p_0.37_nVertices_800_maxValue_50.txt,EK,0.37,800,50,0.44930079999999994
Dinic_p_0.37_nVertices_800_maxValue_50.txt,Dinic,0.37,800,50,0.013499599999999997
MPM_p_0.37_nVertices_800_maxValue_80.txt,MPM,0.37,800,80,0.046499599999999995
EK_p_0.37_nVertices_800_maxValue_80.txt,EK,0.37,800,80,0.5115999999999999
Dinic_p_0.37_nVertices_800_maxValue_80.txt,Dinic,0.37,800,80,0.0116
MPM_p_0.37_nVertices_800_maxValue_130.txt,MPM,0.37,800,130,0.0610996
EK_p_0.37_nVertices_800_maxValue_130.txt,EK,0.37,800,130,0.45410000000000006
Dinic_p_0.37_nVertices_800_maxValue_130.txt,Dinic,0.37,800,130,0.012199999999999999
MPM_p_0.37_nVertices_800_maxValue_210.txt,MPM,0.37,800,210,0.042699799999999996
EK_p_0.37_nVertices_800_maxValue_210.txt,EK,0.37,800,210,0.5081996
Dinic_p_0.37_nVertices_800_maxValue_210.txt,Dinic,0.37,800,210,0.0138004
MPM_p_0.37_nVertices_800_maxValue_340.txt,MPM,0.37,800,340,0.05170020000000001
EK_p_0.37_nVertices_800_maxValue_340.txt,EK,0.37,800,340,0.5009002
Dinic_p_0.37_nVertices_800_maxValue_340.txt,Dinic,0.37,800,340,0.0186
MPM_p_0.37_nVertices_800_maxValue_500.txt,MPM,0.37,800,500,0.0578002
EK_p_0.37_nVertices_800_maxValue_500.txt,EK,0.37,800,500,0.49050019999999994
Dinic_p_0.37_nVertices_800_maxValue_500.txt,Dinic,0.37,800,500,0.022599400000000002
MPM_p_0.37_nVertices_1300_maxValue_10.txt,MPM,0.37,1300,10,0.17180020000000001
EK_p_0.37_nVertices_1300_maxValue_10.txt,EK,0.37,1300,10,2.8378000000000005
Dinic_p_0.37_nVertices_1300_maxValue_10.txt,Dinic,0.37,1300,10,0.048000799999999996
MPM_p_0.37_nVertices_1300_maxValue_20.txt,MPM,0.37,1300,20,0.2042002
EK_p_0.37_nVertices_1300_maxValue_20.txt,EK,0.37,1300,20,2.8752
Dinic_p_0.37_nVertices_1300_maxValue_20.txt,Dinic,0.37,1300,20,0.06320020000000001
MPM_p_0.37_nVertices_1300_maxValue_30.txt,MPM,0.37,1300,30,0.2158
EK_p_0.37_nVertices_1300_maxValue_30.txt,EK,0.37,1300,30,2.7968
Dinic_p_0.37_nVertices_1300_maxValue_30.txt,Dinic,0.37,1300,30,0.08349999999999999
MPM_p_0.37_nVertices_1300_maxValue_50.txt,MPM,0.37,1300,50,0.2204004
EK_p_0.37_nVertices_1300_maxValue_50.txt,EK,0.37,1300,50,3.6881
Dinic_p_0.37_nVertices_1300_maxValue_50.txt,Dinic,0.37,1300,50,0.093301
MPM_p_0.37_nVertices_1300_maxValue_80.txt,MPM,0.37,1300,80,0.1955994
EK_p_0.37_nVertices_1300_maxValue_80.txt,EK,0.37,1300,80,3.4135
Dinic_p_0.37_nVertices_1300_maxValue_80.txt,Dinic,0.37,1300,80,0.0700994
MPM_p_0.37_nVertices_1300_maxValue_130.txt,MPM,0.37,1300,130,0.1790008
EK_p_0.37_nVertices_1300_maxValue_130.txt,EK,0.37,1300,130,3.0906
Dinic_p_0.37_nVertices_1300_maxValue_130.txt,Dinic,0.37,1300,130,0.0629008
MPM_p_0.37_nVertices_1300_maxValue_210.txt,MPM,0.37,1300,210,0.21159980000000003
EK_p_0.37_nVertices_1300_maxValue_210.txt,EK,0.37,1300,210,4.5443
Dinic_p_0.37_nVertices_1300_maxValue_210.txt,Dinic,0.37,1300,210,0.0781002
MPM_p_0.37_nVertices_1300_maxValue_340.txt,MPM,0.37,1300,340,0.24830000000000002
EK_p_0.37_nVertices_1300_maxValue_340.txt,EK,0.37,1300,340,5.5167
Dinic_p_0.37_nVertices_1300_maxValue_340.txt,Dinic,0.37,1300,340,0.0806998
MPM_p_0.37_nVertices_1300_maxValue_500.txt,MPM,0.37,1300,500,0.22049960000000005
EK_p_0.37_nVertices_1300_maxValue_500.txt,EK,0.37,1300,500,2.5931
Dinic_p_0.37_nVertices_1300_maxValue_500.txt,Dinic,0.37,1300,500,0.0398008
MPM_p_0.37_nVertices_2100_maxValue_10.txt,MPM,0.37,2100,10,0.6955
EK_p_0.37_nVertices_2100_maxValue_10.txt,EK,0.37,2100,10,21.2114
Dinic_p_0.37_nVertices_2100_maxValue_10.txt,Dinic,0.37,2100,10,0.5123987999999999
MPM_p_0.37_nVertices_2100_maxValue_20.txt,MPM,0.37,2100,20,0.7130002
EK_p_0.37_nVertices_2100_maxValue_20.txt,EK,0.37,2100,20,28.8818
Dinic_p_0.37_nVertices_2100_maxValue_20.txt,Dinic,0.37,2100,20,0.35899980000000004
MPM_p_0.37_nVertices_2100_maxValue_30.txt,MPM,0.37,2100,30,0.6833
EK_p_0.37_nVertices_2100_maxValue_30.txt,EK,0.37,2100,30,23.6546
Dinic_p_0.37_nVertices_2100_maxValue_30.txt,Dinic,0.37,2100,30,0.33200080000000004
MPM_p_0.37_nVertices_2100_maxValue_50.txt,MPM,0.37,2100,50,0.8126002
EK_p_0.37_nVertices_2100_maxValue_50.txt,EK,0.37,2100,50,28.658299999999997
Dinic_p_0.37_nVertices_2100_maxValue_50.txt,Dinic,0.37,2100,50,0.40040060000000005
MPM_p_0.37_nVertices_2100_maxValue_80.txt,MPM,0.37,2100,80,0.6784
EK_p_0.37_nVertices_2100_maxValue_80.txt,EK,0.37,2100,80,27.020500000000006
Dinic_p_0.37_nVertices_2100_maxValue_80.txt,Dinic,0.37,2100,80,0.4124002
MPM_p_0.37_nVertices_2100_maxValue_130.txt,MPM,0.37,2100,130,0.7746006
EK_p_0.37_nVertices_2100_maxValue_130.txt,EK,0.37,2100,130,31.250999999999998
Dinic_p_0.37_nVertices_2100_maxValue_130.txt,Dinic,0.37,2100,130,0.299301
MPM_p_0.37_nVertices_2100_maxValue_210.txt,MPM,0.37,2100,210,0.8800006
EK_p_0.37_nVertices_2100_maxValue_210.txt,EK,0.37,2100,210,33.507400000000004
Dinic_p_0.37_nVertices_2100_maxValue_210.txt,Dinic,0.37,2100,210,0.36020060000000004
MPM_p_0.37_nVertices_2100_maxValue_340.txt,MPM,0.37,2100,340,0.7294006
EK_p_0.37_nVertices_2100_maxValue_340.txt,EK,0.37,2100,340,28.6535
Dinic_p_0.37_nVertices_2100_maxValue_340.txt,Dinic,0.37,2100,340,0.4087006000000001
MPM_p_0.37_nVertices_2100_maxValue_500.txt,MPM,0.37,2100,500,0.7493001999999999
EK_p_0.37_nVertices_2100_maxValue_500.txt,EK,0.37,2100,500,36.947
Dinic_p_0.37_nVertices_2100_maxValue_500.txt,Dinic,0.37,2100,500,0.43339999999999995
