File,Algorithm,P,n_vertices,max_cap,MeanTime
EK_p_0.75_nVertices_300_maxValue_20.txt,EK,0.75,300,20,0.0869004
Dinic_p_0.75_nVertices_300_maxValue_20.txt,Dinic,0.75,300,20,0.0017002
MPM_p_0.75_nVertices_300_maxValue_30.txt,MPM,0.75,300,30,0.0084994
EK_p_0.75_nVertices_300_maxValue_30.txt,EK,0.75,300,30,0.08080040000000001
Dinic_p_0.75_nVertices_300_maxValue_30.txt,Dinic,0.75,300,30,0.0020007999999999996
MPM_p_0.75_nVertices_300_maxValue_50.txt,MPM,0.75,300,50,0.0070999999999999995
EK_p_0.75_nVertices_300_maxValue_50.txt,EK,0.75,300,50,0.0810996
Dinic_p_0.75_nVertices_300_maxValue_50.txt,Dinic,0.75,300,50,0.0016996000000000001
MPM_p_0.75_nVertices_300_maxValue_80.txt,MPM,0.75,300,80,0.0113996
EK_p_0.75_nVertices_300_maxValue_80.txt,EK,0.75,300,80,0.10400019999999999
Dinic_p_0.75_nVertices_300_maxValue_80.txt,Dinic,0.75,300,80,0.0023008
MPM_p_0.75_nVertices_300_maxValue_130.txt,MPM,0.75,300,130,0.0078005999999999995
EK_p_0.75_nVertices_300_maxValue_130.txt,EK,0.75,300,130,0.09149959999999999
Dinic_p_0.75_nVertices_300_maxValue_130.txt,Dinic,0.75,300,130,0.0017897999999999998
MPM_p_0.75_nVertices_300_maxValue_210.txt,MPM,0.75,300,210,0.0102994
EK_p_0.75_nVertices_300_maxValue_210.txt,EK,0.75,300,210,0.0904002
Dinic_p_0.75_nVertices_300_maxValue_210.txt,Dinic,0.75,300,210,0.0017998
MPM_p_0.75_nVertices_300_maxValue_340.txt,MPM,0.75,300,340,0.007799599999999999
EK_p_0.75_nVertices_300_maxValue_340.txt,EK,0.75,300,340,0.08729959999999999
Dinic_p_0.75_nVertices_300_maxValue_340.txt,Dinic,0.75,300,340,0.0020006000000000004
MPM_p_0.75_nVertices_300_maxValue_500.txt,MPM,0.75,300,500,0.0081002
EK_p_0.75_nVertices_300_maxValue_500.txt,EK,0.75,300,500,0.0976002
Dinic_p_0.75_nVertices_300_maxValue_500.txt,Dinic,0.75,300,500,0.0022996
MPM_p_0.75_nVertices_500_maxValue_10.txt,MPM,0.75,500,10,0.0249006
EK_p_0.75_nVertices_500_maxValue_10.txt,EK,0.75,500,10,0.3627998
Dinic_p_0.75_nVertices_500_maxValue_10.txt,Dinic,0.75,500,10,0.0049
MPM_p_0.75_nVertices_500_maxValue_20.txt,MPM,0.75,500,20,0.022999799999999997
EK_p_0.75_nVertices_500_maxValue_20.txt,EK,0.75,500,20,0.34829980000000005
Dinic_p_0.75_nVertices_500_maxValue_20.txt,Dinic,0.75,500,20,0.004900400000000001
MPM_p_0.75_nVertices_500_maxValue_30.txt,MPM,0.75,500,30,0.024700800000000002
EK_p_0.75_nVertices_500_maxValue_30.txt,EK,0.75,500,30,0.3947
Dinic_p_0.75_nVertices_500_maxValue_30.txt,Dinic,0.75,500,30,0.0073008000000000005
MPM_p_0.75_nVertices_500_maxValue_50.txt,MPM,0.75,500,50,0.0254998
EK_p_0.75_nVertices_500_maxValue_50.txt,EK,0.75,500,50,0.4136004
Dinic_p_0.75_nVertices_500_maxValue_50.txt,Dinic,0.75,500,50,0.007800400000000001
MPM_p_0.75_nVertices_500_maxValue_80.txt,MPM,0.75,500,80,0.024799999999999996
EK_p_0.75_nVertices_500_maxValue_80.txt,EK,0.75,500,80,0.44049999999999995
Dinic_p_0.75_nVertices_500_maxValue_80.txt,Dinic,0.75,500,80,0.006800200000000001
MPM_p_0.75_nVertices_500_maxValue_130.txt,MPM,0.75,500,130,0.0260004
EK_p_0.75_nVertices_500_maxValue_130.txt,EK,0.75,500,130,0.4233002
Dinic_p_0.75_nVertices_500_maxValue_130.txt,Dinic,0.75,500,130,0.0080002
MPM_p_0.75_nVertices_500_maxValue_210.txt,MPM,0.75,500,210,0.0279994
EK_p_0.75_nVertices_500_maxValue_210.txt,EK,0.75,500,210,0.41910039999999993
Dinic_p_0.75_nVertices_500_maxValue_210.txt,Dinic,0.75,500,210,0.0075000000000000015
MPM_p_0.75_nVertices_500_maxValue_340.txt,MPM,0.75,500,340,0.0251994
EK_p_0.75_nVertices_500_maxValue_340.txt,EK,0.75,500,340,0.3734996
Dinic_p_0.75_nVertices_500_maxValue_340.txt,Dinic,0.75,500,340,0.006600399999999999
MPM_p_0.75_nVertices_500_maxValue_500.txt,MPM,0.75,500,500,0.023700199999999998
EK_p_0.75_nVertices_500_maxValue_500.txt,EK,0.75,500,500,0.42210000000000003
Dinic_p_0.75_nVertices_500_maxValue_500.txt,Dinic,0.75,500,500,0.0071006
MPM_p_0.75_nVertices_800_maxValue_10.txt,MPM,0.75,800,10,0.0639002
EK_p_0.75_nVertices_800_maxValue_10.txt,EK,0.75,800,10,1.9722000000000002
Dinic_p_0.75_nVertices_800_maxValue_10.txt,Dinic,0.75,800,10,0.016900000000000002
MPM_p_0.75_nVertices_800_maxValue_20.txt,MPM,0.75,800,20,0.09250080000000001
EK_p_0.75_nVertices_800_maxValue_20.txt,EK,0.75,800,20,2.0499
Dinic_p_0.75_nVertices_800_maxValue_20.txt,Dinic,0.75,800,20,0.017900600000000003
MPM_p_0.75_nVertices_800_maxValue_30.txt,MPM,0.75,800,30,0.0834004
EK_p_0.75_nVertices_800_maxValue_30.txt,EK,0.75,800,30,1.9493000000000003
Dinic_p_0.75_nVertices_800_maxValue_30.txt,Dinic,0.75,800,30,0.019700199999999998
MPM_p_0.75_nVertices_800_maxValue_50.txt,MPM,0.75,800,50,0.0856008
EK_p_0.75_nVertices_800_maxValue_50.txt,EK,0.75,800,50,1.9505000000000003
Dinic_p_0.75_nVertices_800_maxValue_50.txt,Dinic,0.75,800,50,0.0164006
MPM_p_0.75_nVertices_800_maxValue_80.txt,MPM,0.75,800,80,0.0871006
EK_p_0.75_nVertices_800_maxValue_80.txt,EK,0.75,800,80,2.400598
Dinic_p_0.75_nVertices_800_maxValue_80.txt,Dinic,0.75,800,80,0.0187004
MPM_p_0.75_nVertices_800_maxValue_130.txt,MPM,0.75,800,130,0.1001004
EK_p_0.75_nVertices_800_maxValue_130.txt,EK,0.75,800,130,2.3209000000000004
Dinic_p_0.75_nVertices_800_maxValue_130.txt,Dinic,0.75,800,130,0.022000600000000002
MPM_p_0.75_nVertices_800_maxValue_210.txt,MPM,0.75,800,210,0.0902004
EK_p_0.75_nVertices_800_maxValue_210.txt,EK,0.75,800,210,2.3209
Dinic_p_0.75_nVertices_800_maxValue_210.txt,Dinic,0.75,800,210,0.018400000000000003
MPM_p_0.75_nVertices_800_maxValue_340.txt,MPM,0.75,800,340,0.0915002
EK_p_0.75_nVertices_800_maxValue_340.txt,EK,0.75,800,340,2.5965999999999996
Dinic_p_0.75_nVertices_800_maxValue_340.txt,Dinic,0.75,800,340,0.013400399999999998
MPM_p_0.75_nVertices_800_maxValue_500.txt,MPM,0.75,800,500,0.0948006
EK_p_0.75_nVertices_800_maxValue_500.txt,EK,0.75,800,500,2.6872
Dinic_p_0.75_nVertices_800_maxValue_500.txt,Dinic,0.75,800,500,0.014300200000000002
MPM_p_0.75_nVertices_1300_maxValue_10.txt,MPM,0.75,1300,10,0.37380040000000003
EK_p_0.75_nVertices_1300_maxValue_10.txt,EK,0.75,1300,10,22.7206
Dinic_p_0.75_nVertices_1300_maxValue_10.txt,Dinic,0.75,1300,10,0.10080039999999998
MPM_p_0.75_nVertices_1300_maxValue_20.txt,MPM,0.75,1300,20,0.31510020000000005
EK_p_0.75_nVertices_1300_maxValue_20.txt,EK,0.75,1300,20,25.885299999999994
Dinic_p_0.75_nVertices_1300_maxValue_20.txt,Dinic,0.75,1300,20,0.1343
MPM_p_0.75_nVertices_1300_maxValue_30.txt,MPM,0.75,1300,30,0.42610020000000004
EK_p_0.75_nVertices_1300_maxValue_30.txt,EK,0.75,1300,30,27.8411
Dinic_p_0.75_nVertices_1300_maxValue_30.txt,Dinic,0.75,1300,30,0.10155839999999998
MPM_p_0.75_nVertices_1300_maxValue_50.txt,MPM,0.75,1300,50,0.35850039999999994
EK_p_0.75_nVertices_1300_maxValue_50.txt,EK,0.75,1300,50,24.7357
Dinic_p_0.75_nVertices_1300_maxValue_50.txt,Dinic,0.75,1300,50,0.09190019999999999
MPM_p_0.75_nVertices_1300_maxValue_80.txt,MPM,0.75,1300,80,0.399701
EK_p_0.75_nVertices_1300_maxValue_80.txt,EK,0.75,1300,80,33.12179999999999
Dinic_p_0.75_nVertices_1300_maxValue_80.txt,Dinic,0.75,1300,80,0.1075002
MPM_p_0.75_nVertices_1300_maxValue_130.txt,MPM,0.75,1300,130,0.39080079999999995
EK_p_0.75_nVertices_1300_maxValue_130.txt,EK,0.75,1300,130,29.3865
Dinic_p_0.75_nVertices_1300_maxValue_130.txt,Dinic,0.75,1300,130,0.0903006
MPM_p_0.75_nVertices_1300_maxValue_210.txt,MPM,0.75,1300,210,0.42310039999999993
EK_p_0.75_nVertices_1300_maxValue_210.txt,EK,0.75,1300,210,28.3979
Dinic_p_0.75_nVertices_1300_maxValue_210.txt,Dinic,0.75,1300,210,0.0769998
MPM_p_0.75_nVertices_1300_maxValue_340.txt,MPM,0.75,1300,340,0.36970059999999993
EK_p_0.75_nVertices_1300_maxValue_340.txt,EK,0.75,1300,340,31.0634
Dinic_p_0.75_nVertices_1300_maxValue_340.txt,Dinic,0.75,1300,340,0.09300040000000001
MPM_p_0.75_nVertices_1300_maxValue_500.txt,MPM,0.75,1300,500,0.4192996
EK_p_0.75_nVertices_1300_maxValue_500.txt,EK,0.75,1300,500,30.6635
Dinic_p_0.75_nVertices_1300_maxValue_500.txt,Dinic,0.75,1300,500,0.1129
MPM_p_0.75_nVertices_2100_maxValue_10.txt,MPM,0.75,2100,10,1.2509000000000001
EK_p_0.75_nVertices_2100_maxValue_10.txt,EK,0.75,2100,10,119.15
Dinic_p_0.75_nVertices_2100_maxValue_10.txt,Dinic,0.75,2100,10,0.35079839999999995
MPM_p_0.75_nVertices_2100_maxValue_20.txt,MPM,0.75,2100,20,1.3387
EK_p_0.75_nVertices_2100_maxValue_20.txt,EK,0.75,2100,20,136.077
Dinic_p_0.75_nVertices_2100_maxValue_20.txt,Dinic,0.75,2100,20,0.33470039999999995
MPM_p_0.75_nVertices_2100_maxValue_30.txt,MPM,0.75,2100,30,1.4535
EK_p_0.75_nVertices_2100_maxValue_30.txt,EK,0.75,2100,30,148.5788
Dinic_p_0.75_nVertices_2100_maxValue_30.txt,Dinic,0.75,2100,30,0.2702998
MPM_p_0.75_nVertices_2100_maxValue_50.txt,MPM,0.75,2100,50,1.5200999999999998
EK_p_0.75_nVertices_2100_maxValue_50.txt,EK,0.75,2100,50,138.4718
Dinic_p_0.75_nVertices_2100_maxValue_50.txt,Dinic,0.75,2100,50,0.2681002
MPM_p_0.75_nVertices_2100_maxValue_80.txt,MPM,0.75,2100,80,1.5917002
EK_p_0.75_nVertices_2100_maxValue_80.txt,EK,0.75,2100,80,147.1336
Dinic_p_0.75_nVertices_2100_maxValue_80.txt,Dinic,0.75,2100,80,0.3956
MPM_p_0.75_nVertices_2100_maxValue_130.txt,MPM,0.75,2100,130,1.7363
EK_p_0.75_nVertices_2100_maxValue_130.txt,EK,0.75,2100,130,150.925
Dinic_p_0.75_nVertices_2100_maxValue_130.txt,Dinic,0.75,2100,130,0.26750019999999997
MPM_p_0.75_nVertices_2100_maxValue_210.txt,MPM,0.75,2100,210,1.6419000000000001
EK_p_0.75_nVertices_2100_maxValue_210.txt,EK,0.75,2100,210,148.13580000000002
Dinic_p_0.75_nVertices_2100_maxValue_210.txt,Dinic,0.75,2100,210,0.4301998
MPM_p_0.75_nVertices_2100_maxValue_340.txt,MPM,0.75,2100,340,1.5916000000000001
EK_p_0.75_nVertices_2100_maxValue_340.txt,EK,0.75,2100,340,151.70999999999998
Dinic_p_0.75_nVertices_2100_maxValue_340.txt,Dinic,0.75,2100,340,0.3540006
MPM_p_0.75_nVertices_2100_maxValue_500.txt,MPM,0.75,2100,500,1.8843
EK_p_0.75_nVertices_2100_maxValue_500.txt,EK,0.75,2100,500,159.22179999999997
Dinic_p_0.75_nVertices_2100_maxValue_500.txt,Dinic,0.75,2100,500,0.3374002
